latent_key,group,time_bin,normalized_time,mean_margin,std_margin,sem_margin,n
action_head_input,natural_failure,16,0.8421052631578947,-0.0017812151313079698,0.030692870913877436,0.005342943023238601,33
action_head_input,natural_failure,17,0.894736842105263,-0.003274427613580566,0.03886557238844029,0.006765627738756178,33
action_head_input,natural_failure,18,0.9473684210526315,-0.005897955156513545,0.0345374369877418,0.006012196073543711,33
action_head_input,natural_failure,19,1.0,-0.000489460394249199,0.040907890139364404,0.007121149625553761,33
action_head_input,natural_success,0,0.0,0.010419334372660077,0.01449607643056543,0.003241421230577681,20
action_head_input,natural_success,1,0.05263157894736842,0.008248137129234591,0.010085409293892334,0.0022551660762051414,20
action_head_input,natural_success,2,0.10526315789473684,0.009464352531780584,0.016887563786054334,0.0037761740599981204,20
action_head_input,natural_success,3,0.15789473684210525,0.01359984594400837,0.019884909989407878,0.004446401046278064,20
action_head_input,natural_success,4,0.21052631578947367,0.0033663099256192514,0.024234299939991957,0.005418954205294108,20
action_head_input,natural_success,5,0.2631578947368421,-0.03821500197398694,0.025643666176647564,0.0057340980763296075,20
action_head_input,natural_success,6,0.3157894736842105,-0.03994309916934047,0.02171704699137286,0.0048560793343267,20
action_head_input,natural_success,7,0.3684210526315789,-0.02581221768693014,0.02409843243158921,0.005388573306821902,20
action_head_input,natural_success,8,0.42105263157894735,0.007987927305707047,0.02886059671775156,0.006453425613209979,20
action_head_input,natural_success,9,0.47368421052631576,0.014048093613072183,0.023251671619092664,0.005199231833079379,20
action_head_input,natural_success,10,0.5263157894736842,-0.003927435164788008,0.022265622820212685,0.004978744618736614,20
action_head_input,natural_success,11,0.5789473684210527,-0.03129380200035364,0.017602041892541814,0.003935936221452254,20
action_head_input,natural_success,12,0.631578947368421,-0.03922488613109158,0.025287989747684692,0.005654566409014072,20
action_head_input,natural_success,13,0.6842105263157894,-0.034596514506673906,0.03908902391886043,0.008740571465668714,20
action_head_input,natural_success,14,0.7368421052631579,-0.01024374408623611,0.04402793266443072,0.009844945034645051,20
action_head_input,natural_success,15,0.7894736842105263,0.010808558609015011,0.04361665660759848,0.009752980912585557,20
action_head_input,natural_success,16,0.8421052631578947,0.0029774600535744664,0.040838523354810266,0.00913177143220685,20
action_head_input,natural_success,17,0.894736842105263,0.014927569464878426,0.052954628564226294,0.011841014919286208,20
action_head_input,natural_success,18,0.9473684210526315,0.053061616129101055,0.03951057056607528,0.008834832161554666,20
action_head_input,natural_success,19,1.0,0.06797354331761167,0.030218574944068762,0.0067570787758109655,20
chunk_vector_mean,intervention_recovered_success,0,0.0,-0.004246742689136367,0.014124078724617024,0.003917314620022824,13
chunk_vector_mean,intervention_recovered_success,1,0.05263157894736842,0.0023529115915498335,0.006812674264181124,0.001889495875579919,13
chunk_vector_mean,intervention_recovered_success,2,0.10526315789473684,0.01629683267173454,0.00945112844300462,0.002621271400942254,13
chunk_vector_mean,intervention_recovered_success,3,0.15789473684210525,0.013245985100146926,0.011782492992204121,0.0032678755873990066,13
chunk_vector_mean,intervention_recovered_success,4,0.21052631578947367,-0.015416252747651422,0.02529717841601501,0.007016174915654079,13
chunk_vector_mean,intervention_recovered_success,5,0.2631578947368421,-0.03147336009517549,0.02317337043601832,0.006427136564029643,13
chunk_vector_mean,intervention_recovered_success,6,0.3157894736842105,-0.028057149973385764,0.025322704584824465,0.00702325460107782,13
chunk_vector_mean,intervention_recovered_success,7,0.3684210526315789,-0.025608819726530167,0.032036761583793025,0.008885398968475436,13
chunk_vector_mean,intervention_recovered_success,8,0.42105263157894735,-0.018219531704591382,0.027577497317823135,0.007648621586798612,13
chunk_vector_mean,intervention_recovered_success,9,0.47368421052631576,-0.006656788290409437,0.029353259631012905,0.008141129438586478,13
chunk_vector_mean,intervention_recovered_success,10,0.5263157894736842,-0.0003763575176399628,0.03177584558281891,0.008813033890006115,13
chunk_vector_mean,intervention_recovered_success,11,0.5789473684210527,-0.012214392484768192,0.0217872724902152,0.0060427021627674545,13
chunk_vector_mean,intervention_recovered_success,12,0.631578947368421,-0.022223428227190423,0.02892736761028224,0.008023008244851448,13
chunk_vector_mean,intervention_recovered_success,13,0.6842105263157894,-0.020816853388512975,0.036433062324442385,0.010104713410227097,13
chunk_vector_mean,intervention_recovered_success,14,0.7368421052631579,-0.012477088161481787,0.044026877382299566,0.012210858761572836,13
chunk_vector_mean,intervention_recovered_success,15,0.7894736842105263,-0.012845888611812736,0.04054813975410325,0.011246030539084543,13
chunk_vector_mean,intervention_recovered_success,16,0.8421052631578947,-0.009665831554637091,0.04021727438469895,0.011154264996418195,13
chunk_vector_mean,intervention_recovered_success,17,0.894736842105263,0.011415271421229693,0.035411016460329924,0.009821248889539913,13
chunk_vector_mean,intervention_recovered_success,18,0.9473684210526315,0.04619809208557387,0.04021101184626615,0.011152528080769424,13
chunk_vector_mean,intervention_recovered_success,19,1.0,0.03610987083478844,0.032853551545993995,0.009111935744629275,13
chunk_vector_mean,intervention_unrecovered_failure,0,0.0,-0.0004745483529767304,0.01284169509178974,0.0048537045179134885,7
chunk_vector_mean,intervention_unrecovered_failure,1,0.05263157894736842,0.002698526011146809,0.01578017126126331,0.005964344114758739,7
chunk_vector_mean,intervention_unrecovered_failure,2,0.10526315789473684,-0.04431283779787746,0.017693779662678048,0.0066876201057454905,7
chunk_vector_mean,intervention_unrecovered_failure,3,0.15789473684210525,-0.010101177856473447,0.030417134151757903,0.011496596080120143,7
chunk_vector_mean,intervention_unrecovered_failure,4,0.21052631578947367,-0.021600684631115596,0.009014639030603665,0.003407213290570525,7
chunk_vector_mean,intervention_unrecovered_failure,5,0.2631578947368421,0.019861361472461286,0.052739021338814834,0.019933476407347536,7
chunk_vector_mean,intervention_unrecovered_failure,6,0.3157894736842105,0.026799642179147567,0.03896676283577433,0.014728051980098984,7
chunk_vector_mean,intervention_unrecovered_failure,7,0.3684210526315789,-0.008154307499676248,0.030962693402052918,0.011702798094653208,7
chunk_vector_mean,intervention_unrecovered_failure,8,0.42105263157894735,0.01230641643367583,0.03577774793592908,0.013522717644060402,7
chunk_vector_mean,intervention_unrecovered_failure,9,0.47368421052631576,0.05398849013013573,0.02706936839865673,0.01023125956149092,7
chunk_vector_mean,intervention_unrecovered_failure,10,0.5263157894736842,-0.007170611537523426,0.04824886114310789,0.018236355375250153,7
chunk_vector_mean,intervention_unrecovered_failure,11,0.5789473684210527,0.0016956270043226138,0.04169843462004428,0.01576052686647475,7
chunk_vector_mean,intervention_unrecovered_failure,12,0.631578947368421,0.01417958085506435,0.03701027446682045,0.01398856888477865,7
chunk_vector_mean,intervention_unrecovered_failure,13,0.6842105263157894,0.01923965284623939,0.05011489143491976,0.01894164853111408,7
chunk_vector_mean,intervention_unrecovered_failure,14,0.7368421052631579,0.0036087303384837806,0.050809397299813853,0.019204147074340594,7
chunk_vector_mean,intervention_unrecovered_failure,15,0.7894736842105263,-0.01021175375737576,0.030247790476643038,0.011432590187197908,7
chunk_vector_mean,intervention_unrecovered_failure,16,0.8421052631578947,0.027334266523387798,0.03327631407076792,0.01257726451144733,7
chunk_vector_mean,intervention_unrecovered_failure,17,0.894736842105263,0.023815987124750474,0.03809648476251327,0.014399117786767382,7
chunk_vector_mean,intervention_unrecovered_failure,18,0.9473684210526315,-0.034416814374853784,0.030536087001900407,0.0115415560314372,7
chunk_vector_mean,intervention_unrecovered_failure,19,1.0,0.012446312279665821,0.04834577170356688,0.018272984124163064,7
chunk_vector_mean,natural_failure,0,0.0,-0.010506667139596384,0.009956087685206257,0.001733132406730095,33
chunk_vector_mean,natural_failure,1,0.05263157894736842,-0.016092031079154766,0.020528312850428047,0.0035735205817277443,33
chunk_vector_mean,natural_failure,2,0.10526315789473684,-0.04844380991215799,0.022944749138160095,0.0039941681464624275,33
chunk_vector_mean,natural_failure,3,0.15789473684210525,0.019465683657340017,0.016794212189148696,0.002923497091509614,33
chunk_vector_mean,natural_failure,4,0.21052631578947367,-0.04056060577699861,0.016176458806138487,0.0028159600306364944,33
chunk_vector_mean,natural_failure,5,0.2631578947368421,0.04975024279868465,0.030511309646049395,0.005311337263322752,33
chunk_vector_mean,natural_failure,6,0.3157894736842105,0.042769033602990815,0.03236020346546473,0.005633188365517551,33
chunk_vector_mean,natural_failure,7,0.3684210526315789,0.0020525085759161856,0.026519259406006367,0.00461641051507868,33
chunk_vector_mean,natural_failure,8,0.42105263157894735,0.01258436094307267,0.03685843105081434,0.00641622927953047,33
chunk_vector_mean,natural_failure,9,0.47368421052631576,0.029153457964730508,0.032306483860537506,0.005623836982612953,33
chunk_vector_mean,natural_failure,10,0.5263157894736842,0.024997653879568378,0.028138526047733675,0.004898288656437825,33
chunk_vector_mean,natural_failure,11,0.5789473684210527,0.009216500804545993,0.028121404575674386,0.004895308190715233,33
chunk_vector_mean,natural_failure,12,0.631578947368421,0.010757864555174142,0.037401558917342946,0.006510775705419988,33
chunk_vector_mean,natural_failure,13,0.6842105263157894,0.004725808177050111,0.03573446647425606,0.006220572160665965,33
chunk_vector_mean,natural_failure,14,0.7368421052631579,0.01570128984055672,0.0349168708837517,0.0060782470367512515,33
chunk_vector_mean,natural_failure,15,0.7894736842105263,-0.00032073456819910575,0.0371505304916744,0.006467077265501358,33
chunk_vector_mean,natural_failure,16,0.8421052631578947,-0.0017812143652943052,0.03069287132380956,0.005342943094598624,33
chunk_vector_mean,natural_failure,17,0.894736842105263,-0.0032744267344221767,0.03886557261347399,0.0067656277779295166,33
chunk_vector_mean,natural_failure,18,0.9473684210526315,-0.005897954648867589,0.03453743733584532,0.006012196134140755,33
chunk_vector_mean,natural_failure,19,1.0,-0.0004894601862171104,0.04090789023813679,0.0071211496427478265,33
chunk_vector_mean,natural_success,0,0.0,0.010419334206002362,0.01449607633795578,0.0032414212098695336,20
chunk_vector_mean,natural_success,1,0.05263157894736842,0.008248136975094144,0.010085408922973977,0.002255165993265275,20
chunk_vector_mean,natural_success,2,0.10526315789473684,0.009464352535299382,0.01688756381490129,0.0037761740664484958,20
chunk_vector_mean,natural_success,3,0.15789473684210525,0.013599846298330118,0.019884910313333157,0.004446401118709958,20
chunk_vector_mean,natural_success,4,0.21052631578947367,0.0033663097528815905,0.024234300168248395,0.0054189542563338,20
chunk_vector_mean,natural_success,5,0.2631578947368421,-0.038215002601036,0.025643666230475218,0.005734098088365837,20
chunk_vector_mean,natural_success,6,0.3157894736842105,-0.039943099736140165,0.021717047576557017,0.0048560794651778556,20
chunk_vector_mean,natural_success,7,0.3684210526315789,-0.02581221769632021,0.02409843246209468,0.005388573313643133,20
chunk_vector_mean,natural_success,8,0.42105263157894735,0.007987927352118744,0.02886059665464064,0.006453425599097949,20
chunk_vector_mean,natural_success,9,0.47368421052631576,0.014048093501253661,0.023251671302966632,0.00519923176239145,20
chunk_vector_mean,natural_success,10,0.5263157894736842,-0.003927435313629904,0.022265623260189618,0.004978744717118447,20
chunk_vector_mean,natural_success,11,0.5789473684210527,-0.03129380222827609,0.017602042634289244,0.003935936387312022,20
chunk_vector_mean,natural_success,12,0.631578947368421,-0.039224886620636126,0.025287990289264248,0.005654566530114942,20
chunk_vector_mean,natural_success,13,0.6842105263157894,-0.03459651491974823,0.039089024453885735,0.00874057158530401,20
chunk_vector_mean,natural_success,14,0.7368421052631579,-0.010243743951600024,0.044027932848817924,0.009844945075875284,20
chunk_vector_mean,natural_success,15,0.7894736842105263,0.0108085591274573,0.04361665710691856,0.00975298102423692,20
chunk_vector_mean,natural_success,16,0.8421052631578947,0.0029774600358879176,0.040838524597892854,0.009131771710168568,20
chunk_vector_mean,natural_success,17,0.894736842105263,0.014927569651761577,0.05295462965138089,0.011841015162381365,20
chunk_vector_mean,natural_success,18,0.9473684210526315,0.05306161721025791,0.039510570828518755,0.008834832220238812,20
chunk_vector_mean,natural_success,19,1.0,0.0679735451073893,0.030218574869613875,0.006757078759162346,20
