latent_key,rollout_id,trial_id,chunk_id,group,dominant_failure_mode,centroid_mode,cos_success_centroid,cos_bowl_centroid,margin_success_minus_bowl,nearest_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_016,16,2,natural_success,success,chunk_aligned,0.9388148255025132,0.9187098714778728,0.02010495402464041,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_016,16,3,natural_success,success,chunk_aligned,0.8237572511303446,0.8196607713116049,0.004096479818739729,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_016,16,4,natural_success,success,chunk_aligned,0.852642473900588,0.8344417426601622,0.01820073124042576,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,17,0,natural_failure,wrong_receptacle,chunk_aligned,0.8728823777910011,0.893141483158685,-0.02025910536768394,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,17,1,natural_failure,wrong_receptacle,chunk_aligned,0.8775997667936921,0.8876068688665939,-0.010007102072901786,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,17,2,natural_failure,wrong_receptacle,chunk_aligned,0.898614728824786,0.9081409539854536,-0.00952622516066759,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,17,3,natural_failure,wrong_receptacle,chunk_aligned,0.8902932675249328,0.9141429110526272,-0.023849643527694475,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,17,4,natural_failure,wrong_receptacle,chunk_aligned,0.8822014979568735,0.9109724793804613,-0.028770981423587805,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,18,0,natural_failure,wrong_receptacle,chunk_aligned,0.8577666476196036,0.8738243846483394,-0.016057737028735808,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,18,1,natural_failure,wrong_receptacle,chunk_aligned,0.8906228731883385,0.9216349155659925,-0.03101204237765398,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,18,2,natural_failure,wrong_receptacle,chunk_aligned,0.9307944658825837,0.9466107116759308,-0.01581624579334706,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,18,3,natural_failure,wrong_receptacle,chunk_aligned,0.8898758774484418,0.8904860247439874,-0.0006101472955456488,bowl_compositional_template
